barcode,name,unit
FAH64000925,คัตเตอร์ Elephant 18มม. No.1801 (12อัน/กล่อง),กล่อง
18851907104617,สมุดวาดเขียน เรียบ R202 *6ล*เรนาซองซ์,แพ็ค
4746617457,ปากกามาร์คเกอร์ เพนเทลNF450*แดง 12ด้าม,กล่อง
4746618052,เทปผ้า Armstrong 48mmx8 สีขาว*6,แพ็ค
4746718770,กระดาษกรอง QUALITATIVE (100แผ่น/กล่อง),กล่อง
4746821453,บิลส่งของ BOSTON ชนิดคาร์บอนในตัว ประเภท2ชั้น No.202 (10เล่ม/แพ็ค),แพ็ค
8809419815340,JAVA ปากกา Naong 0.38mm. นง. *12ด,กล่อง
6941458361210,ปากกาน้ำเงิน0.7 SuperOiball A4 *40ด,กระปุก
FAH64000760,กาวน้ำM.Y 30ml. *24ช,กล่อง
8809331230603,ปากกาลูกลื่น DOTTY DOT 0.38 FASTER CX913 น้ำเงิน (12ด้าม/กล่อง),กล่อง
4746718747,สมุดนักเรียน สพฐ Elephant เส้นเดี่ยว 80แผ่น C-107 (12เล่ม/แพ็ค),แพ็ค
4746617136,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN105-CX 0.5mm. หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
4746718874,"เทปกระดาษกาวย่น LOUIS #M245 1.5"" X 20Y (8ม้วน/แพ็ค)",แพ็ค
47465013312,ตราช้าง แฟ้มกระเป๋าซองตาไก่ 431F ฟ้า*12ช,แพ็ค
4743714,โมนามิปากกาสีน้ำซูเปอร์ไซน์เพน ส้ม *12ด,กล่อง
FAH64007197,กระดาษห่อของขวัญอาร์ตคละลาย *100ผ,ห่อ
47465016288,เทปโฟมกาว2หน้า LOUIS 21mmx3เมตร*6ม้วน,แพ็ค
4746617883,เทปผ้า Armstrong 48mmx8 สีเหลือง*6,แพ็ค
4742212,ฟุตเหล็ก 24นิ้ว *12ช*ORCA,แพ็ค
8809331230610,ปากกาลูกลื่น DOTTY DOT 0.38 FASTER CX913 แดง (12ด้าม/กล่อง),กล่อง
8935001883753,ปากกาหมึกน้ำมันFlexoffice*แบบกด0.7*ดำ.50ด.,กระปุก
47465015872,ปากกาลูกลื่น Smarty-s น้ำเงิน 0.5มม*50pcs,กระปุก
47464012056,สมุดโน๊ตเย็บลวดA5*ND3P-150*ไม่มีเส้น*12ล.,แพ็ค
47465015489,ปากกาลูกลื่นหมึกน้ำมัน0.7 น้ำเงิน B-805*40ด้าม,กระปุก
4743423,สมุดนักเรียน สพฐ HI-TECH เส้นคู่ 40แผ่น (12เล่ม/แพ็ค),แพ็ค
FAH64006125,ก้านเสียบนามบัตร14นิ้ว *50ช,แพ็ค
FAH64000974,กาวแท่งสติ๊กโก้7.5g. ตราช้าง ชนิดลอกออกได้ (30ชิ้น),กล่อง
8851023037458,ดินสอดำพิมพ์ลาย*FASTER*12ด.,กล่อง
4746821000,ดินสอดำลายพาสเทลHB มาสเตอร์อาร์ต PASTEL (12กล่อง/แพ็ค),แพ็ค
4007817524701,ยางลบ STAEDTLER สีขาว (50ก้อน/กล่อง),กล่อง
FAH64000461,บิลเงินสด SSB No.2 ประเภท2ชั้น คาร์บอนในตัว (10เล่ม/แพ็ค),แพ็ค
FAH64000452,ธงชาติ120x180cm. *10ผ,แพ็ค
47465013042,ถุงช้อปปิ้ง JKZD-2057L*12,แพ็ค
47465013144,ป้ายชื่อพร้อมคลิปแนวนอน HAWK No.HK-A7 (100ชิ้น/กล่อง),กล่อง
47465014871,ปากกาลูกลื่น ควอนตั้ม MELODY หมึกน้ำเงิน 0.5 (50ด้าม/กระบอก),กระบอก
47466017027,ปากกา DONG-A ลูกลื่น MY-Gel Q หมึกแดง (12ด้าม/กล่อง),กล่อง
FAH64003643,ปากกาไวท์บอร์ด FABER-CASTELL สีน้ำเงิน (10ด้าม/กล่อง),กล่อง
9555684650900,ยางลบDust Free สีน้ำเงินเฟเบอร์ *24ช,กล่อง
47465014656,ปากกาหมึกเจลหัวเข็มแบบกด Pentel ENERGEL BLN75-C 0.5mm. หมึกน้ำเงิน (12ด้าม/กล่อง),กล่อง
47465012981,ปากกาหมึกเจลสีดำ Q7B*12ด,กล่อง
8809115125521,ปากกาลูกลื่นบับบี้บอล0.38 Faster CX515 แดง (12ด้าม/กล่อง),กล่อง
8851907291501,ดินสอดำHB elfen SUGAR (12แท่ง/กล่อง),กล่อง
FAH64007188,ฝอยขัดหม้อ สเตนเลส 3M 14 กรัม *15ช.,แพ็ค
FAH64001035,แฟ้มโชว์เอกสาร Elephant A4 PF01 สีชมพู (12เล่ม/ลัง),ลัง
4746922577,ดินสอสีไม้ STAEDTLER LUNA 12สี (12กล่อง/แพ็ค),แพ็ค
28851907283630,มาสเตอร์อาร์ต ปากกาสีเมจิก รุ่นคิดดี้12สี (1*12),โหล
8851907266059,ดินสอดำ 2B เอลเฟ่น 2018 12แท่ง/กล่อง,กล่อง
FAH64002273,ลวดเย็บกระดาษ MAX No.10-1M (24กล่อง),กล่อง
8851023037298,ดินสอดำ2B FASTER FPC2B/2 (12ด้าม/กล่อง),กล่อง
47465015358,ดินสอดำ 3B สเต็ดเล่อร์ (12แท่ง/กล่อง),กล่อง
FAH64007366,ซองน้ำตาลบับเบิ้ล XL SPB-39 *25ซ,แพ็ค
FAH64000700,ธงวชร. 60x90cm. 10ผ,แพ็ค
884851023353,Pentel Arts สีชอล์คเพสเทล(36สี) *12ก,แพ็ค
4746617887,เทปผ้า Armstrong 48mmx8 สีแดง*6,แพ็ค
4746719434,เทปลบคำผิด DoubleA CTD-E065*12ชิ้น,กล่อง
47466016308,M&G กระดาษห่อของขวัญmiffy*100แผ่น,แพ็ค
4746617829,ดินน้ำมันไร้สารพิษ ไดโนเสาร์/ยีราฟ คละสี (12ก้อน/แพ็ค),แพ็ค
47464010939,กระดาษ Idea Max 70แกรม A4 (2500แผ่น/ลัง),ลัง
10084511374024,สีชอล์ค SAKURA XEP-25A *12,กล่อง
FAH64001202,PRINCO แผ่นDVD-R(50แผ่น),แพ็ค
47465014644,ปากกาเจลหัวเข็มสีแดง เพนเทลBL80 1.0mm.*12pcs,กล่อง
8809115125514,ปากกาลูกลื่นบับบี้บอล0.38 Faster CX515 น้ำเงิน (12ด้าม/กล่อง),กล่อง
6947503725709,6947503725679] ไส้ปากกาเจล M&G AGR67017 1.0 น้ำเงิน (20ชิ้น/กล่อง),กล่อง
47465013045,ถุงช้อปปิ้ง SY214-S*12,แพ็ค
FAH64001188,ลวดเย็บกระดาษSDI 23/24 1224 *10ก,แพ็ค
47465013700,ปากกาเคมี2หัว Flexoffice FO-PM05 หมึกแดง (12ด้าม/กล่อง),กล่อง
47464011076,FMเทปลบคำผิดรุ่นD*5mmx6m คละสี12ช.,แพ็ค
18851907031548,ดินสอสีแท่งสั้น มาสเตอร์อาร์ต 12สี ซุปเปอร์ไบรท์ (12กล่อง/แพ็ค),โหล
4742211,ฟุตเหล็ก 18 นิ้ว *12ช*ORCA,แพ็ค
4746923161,แฟ้มกระดุม deli DL-F10472A4(สีฟ้า) 12ชิ้น/แพ็ค,แพ็ค
FAH64000900,ลวดเย็บกระดาษ deli 23/17 No.0017 (5กล่อง/แพ็ค),แพ็ค
4742962,42962 ปากกามาร์คเกอร์2หัว275-12 เขียวมิ้น *12ด,กล่อง
47464012560,ไส้ปืนกาว BIM แท่งยาว ขาว (34ชิ้น/แพ็ค),แพ็ค
6947503724672,ไส้เจลกด0.5 สีแดง G5C *12ช,กล่อง
18851907099319,เอลเฟ่นดินสอดำHB #2002 *12ก,กุรุส
47465015473,ตราช้าง มินิเนโกะ ปากกาลบคำผิด 4.2มล.,กล่อง
47465013295,ใบมีดคัตเตอร์ MESA No.S-100 45องศา (10หลอด/กล่อง),กล่อง
4007817323922,ปากกาไฮไลท์สเต็ดเล่อร์ ส้ม *10ด,กล่อง
FAH64000986,กรรไกร 3M 7นิ้ว CAT.1427 (6ชิ้น/กล่อง),กล่อง
4746718943,แฟ้มกระเป๋าซองตาไก่ Elephant 435F สีส้ม (12ชิ้น/แพ็ค),แพ็ค
4746617926,ปากกา Elephant ลูกลื่น Drift torio 0.5มม. หมึกดำ (50ด้าม/กระบอก),กระปุก
4743649,ดินสอกดLamoon0.5 LM-8001 *12ด,แพ็ค
4746617617,ไหมพรมG-5002-9/40กรัม สีน้ำเงิน*12,แพ็ค
FAH64000922,กาวแท่งสติ๊กโก้22g. ตราช้าง NON TOXIC (20ชิ้น),กล่อง
FAH64002155,แฟ้มซอง ORCA A4 คละสี (12ชิ้น/แพ็ค),แพ็ค
9555684638717,ปากกาลูกลื่นเฟเบอร์0.5 RX5 สีน้ำเงิน *30ด,กระปุก
4746820577,ไหมพรมG-5003-10/40กรัม สีเขียวนีออน (12ชิ้น/แพ็ค),แพ็ค
14895151521664,21664 ปากกาเจล0.5mm(ดำ) *12ด*เปเปอร์เมท,กล่อง
47464011874,ปากกาลูกลื่น153*แทรเวล0.5*นง.ซิตี้ไวโอเลต*12ด.,แพ็ค
47464012244,ปากกาเฟเบอร์CX Plus*0.5ดำ*25ด.,กระบอก
47465014053,กาวน้ำใส Elephant Flat tip 50มล. (12หลอด/กล่อง),กล่อง
4746923083,"กรรไกร Elephant 5""1/2นิ้ว SCO155 (12ชิ้น/กล่อง)",กล่อง
FAH64007049,ผ้าเช็ดหน้า LSH 12x12 เนื้อนอก FCM004V (12ชิ้น/แพ็ค),แพ็ค
FAH64002167,ปกรายงานอซิเตรท ORCA No.140 (100แผ่น/ห่อ),ห่อ
47465015565,M&G ปากกาหมึกน้ำมัน0.7 A14 ABPW30A1*40pcs,กระปุก
4746922473,ดินสอสีไม้ระบายน้ำ Master Art 12สี (12กล่อง/แพ็ค),แพ็ค
6921734943149,กระดาษโน๊ต Deli A026 *12พ,กล่อง
28851907278094,ปากกาลบคำผิดเอลเฟ่น บลูมมี่ *12ช,กล่อง
4746617067,สติ๊กเกอร์ตีเส้น Croco ขอบตรง 9มม.x9หลา (12ม้วน/แพ็ค),แพ็ค
9555684638120,ปากกาลูกลื่น1423/สีน้ำเงิน0.7 *30ด*เฟเบอร์,กระปุก
18851907160057,สีน้ำเทมพาร่า5มล. มาสเตอร์อาร์ต 12สี (12กล่อง/แพ็ค),แพ็ค
FAH64002424,กาวร้อน ไจแอ้น18 กรัม 10ชิ้น/กล่อง,กล่อง
4746820820,แฟ้มกระดุมF4 BR MMKUF004 (12ชิ้น/แพ็ค),แพ็ค
4746719997,ปากกาเน้นข้อความ SOFTY AL-303 YELLOW (10ด้าม/กล่อง),กล่อง
4746922581,ปากกา QUANTUM ลูกลื่น X5 Hitz PASTEL Geluloid 0.5มม. (50ด้าม/กระบอก),กระบอก
4742719,ปากกาลูกลื่นbepen 0.5 น้ำเงิน *50ด,กระปุก
47465013809,ทรานสพอร์ เทปแต่งแผลชนิดใส*nexcare*1/2นิ้ว*2.5หลา*12ชิ้น,กล่อง
